gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_bin,avg_monthly_spend,monthly_ratio,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,0,2,1,0,0,0,0,0,0,0,0,70.7,129.2,0,43.06666666666666,23.566666666666666,False,True,False,True,False,False,False,False,False,True,0
1,0,1,1,46,1,1,0,0,0,0,0,0,0,24.95,1165.9,3,24.806382978723406,0.5308510638297872,False,False,True,False,True,False,False,False,False,True,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,49.95,49.95,0,24.975,24.975,True,False,False,True,False,False,True,False,False,False,1
1,0,1,0,22,1,0,0,0,0,0,0,0,1,69.25,1554.0,1,67.56521739130434,3.010869565217391,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,48,1,0,1,0,1,1,1,1,1,102.5,4904.25,3,100.08673469387755,2.0918367346938775,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,64,1,1,0,1,1,1,1,1,0,86.55,5632.55,4,86.65461538461538,1.3315384615384616,True,False,False,False,False,True,False,True,False,False,0
0,0,1,1,72,1,1,0,0,0,0,0,0,0,24.3,1643.25,4,22.51027397260274,0.33287671232876714,False,False,True,False,False,True,True,False,False,False,0
1,0,1,1,12,1,0,0,0,1,0,1,0,1,58.35,740.55,0,56.965384615384615,4.4884615384615385,True,False,False,True,False,False,False,True,False,False,0
1,1,1,0,34,1,1,0,1,1,0,0,1,1,94.25,3217.55,2,91.93,2.692857142857143,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,72,1,0,1,1,1,0,0,1,0,68.75,4888.2,4,66.96164383561644,0.9417808219178082,True,False,False,False,False,True,False,True,False,False,0
0,0,1,0,29,1,1,0,1,1,0,0,0,1,85.8,2440.25,2,81.34166666666667,2.86,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,620.55,2,18.251470588235293,0.5911764705882353,False,False,True,False,True,False,False,True,False,False,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.35,20.35,0,10.175,10.175,False,False,True,True,False,False,False,False,False,True,0
1,0,1,1,62,1,1,0,1,1,1,1,1,1,110.8,6840.95,4,108.58650793650793,1.7587301587301587,False,True,False,False,True,False,False,False,True,False,0
0,0,1,0,41,1,1,0,0,1,0,1,1,1,73.0,3001.2,2,71.45714285714286,1.7380952380952381,True,False,False,False,True,False,False,False,True,False,1
1,0,0,0,64,1,1,0,0,1,0,1,1,1,100.05,6254.2,4,96.21846153846154,1.5392307692307692,False,True,False,False,True,False,False,True,False,False,1
1,0,0,0,4,1,0,0,0,1,0,0,1,1,82.85,319.6,0,63.92,16.57,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,24,1,1,1,0,0,1,0,0,1,84.35,1938.05,1,77.52199999999999,3.3739999999999997,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,14,1,0,0,0,0,0,0,0,0,19.55,294.5,0,19.633333333333333,1.3033333333333335,False,False,True,False,True,False,False,False,False,True,0
0,0,0,1,3,1,0,0,0,0,0,0,0,0,19.95,58.3,0,14.575,4.9875,False,False,True,True,False,False,False,False,False,True,0
1,1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,0,88.57000000000001,19.96,False,True,False,True,False,False,False,True,False,False,1
1,0,0,1,18,0,0,0,0,0,0,0,1,1,35.0,553.0,1,29.105263157894736,1.8421052631578947,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,8,1,0,0,0,0,0,1,1,1,66.25,546.45,0,60.71666666666667,7.361111111111111,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,35,1,1,0,0,0,0,0,0,0,23.3,797.1,2,22.141666666666666,0.6472222222222223,False,False,True,False,False,True,True,False,False,False,0
1,0,0,0,1,1,1,0,0,0,0,0,0,0,76.0,76.0,0,38.0,38.0,False,True,False,True,False,False,False,False,True,False,1
0,0,0,1,66,1,1,0,0,0,0,0,0,1,25.3,1673.8,4,24.982089552238804,0.3776119402985075,False,False,True,False,False,True,False,True,False,False,0
0,0,0,1,8,0,0,1,0,0,1,0,1,1,44.55,343.45,0,38.16111111111111,4.949999999999999,True,False,False,False,False,True,False,False,False,True,0
1,0,1,0,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,4,102.94791666666667,1.4458333333333333,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,43,1,1,0,0,1,0,0,1,1,92.55,4039.0,2,91.79545454545455,2.103409090909091,False,True,False,True,False,False,True,False,False,False,0
1,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,170.85,0,56.949999999999996,31.28333333333333,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,29,1,0,0,1,1,0,1,1,1,101.45,2948.6,2,98.28666666666666,3.381666666666667,False,True,False,True,False,False,True,False,False,False,0
1,0,1,0,15,1,0,0,0,1,0,1,0,1,84.3,1308.4,1,81.775,5.26875,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,65,1,1,1,1,1,1,0,0,0,94.55,6078.75,4,92.10227272727273,1.4325757575757576,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,35,1,1,0,0,1,1,1,0,0,95.5,3418.2,2,94.94999999999999,2.6527777777777777,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,64,1,0,1,1,0,0,1,1,1,100.3,6603.8,4,101.59692307692308,1.543076923076923,False,True,False,False,True,False,False,True,False,False,0
1,0,1,1,58,0,0,0,0,1,1,1,1,1,55.5,3166.9,4,53.67627118644068,0.940677966101695,True,False,False,False,False,True,False,True,False,False,0
1,1,0,0,18,1,0,0,1,0,0,0,0,1,49.85,865.75,1,45.56578947368421,2.623684210526316,True,False,False,True,False,False,False,True,False,False,0
0,0,1,1,67,1,1,0,1,0,0,0,1,1,89.55,6373.1,4,93.72205882352942,1.3169117647058823,False,True,False,True,False,False,True,False,False,False,0
0,0,1,1,63,1,0,0,0,0,0,0,0,1,19.15,1177.05,4,18.39140625,0.29921875,False,False,True,False,False,True,False,False,False,True,0
1,0,1,0,60,1,1,0,1,0,0,1,1,1,99.8,5985.75,4,98.12704918032787,1.6360655737704917,False,True,False,True,False,False,False,False,True,False,0
0,1,0,0,9,1,1,0,0,0,0,0,1,1,84.4,732.5,0,73.25,8.440000000000001,False,True,False,True,False,False,False,True,False,False,1
1,0,1,1,70,1,1,1,1,1,1,1,1,1,113.05,7869.05,4,110.83169014084507,1.5922535211267606,False,True,False,False,False,True,False,True,False,False,0
0,0,1,0,15,1,1,0,0,1,0,1,1,1,101.1,1504.05,1,94.003125,6.31875,False,True,False,True,False,False,False,False,True,False,1
1,0,0,1,48,1,0,0,0,0,0,0,0,0,19.95,936.7,3,19.116326530612245,0.40714285714285714,False,False,True,False,True,False,False,False,False,True,0
0,0,1,0,12,1,0,0,0,1,1,1,1,1,74.15,741.4,0,57.03076923076923,5.703846153846154,True,False,False,True,False,False,False,False,True,False,0
0,1,1,0,71,1,1,1,1,1,1,0,0,1,92.0,6585.2,4,91.46111111111111,1.2777777777777777,False,True,False,False,True,False,False,False,True,False,0
0,1,0,0,44,1,0,0,0,1,0,0,0,0,73.85,3122.4,3,69.38666666666667,1.641111111111111,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,50.45,50.45,0,25.225,25.225,True,False,False,True,False,False,False,False,True,False,1
0,0,1,1,45,1,1,0,0,0,0,0,0,0,24.45,1088.25,3,23.657608695652176,0.5315217391304348,False,False,True,False,False,True,False,False,False,True,0
1,0,0,0,23,1,1,0,0,0,0,0,0,0,24.8,615.35,1,25.639583333333334,1.0333333333333334,False,False,True,False,True,False,False,True,False,False,0
1,0,1,0,43,1,1,0,0,0,1,1,0,1,64.85,2908.2,2,66.09545454545454,1.4738636363636362,True,False,False,False,True,False,True,False,False,False,0
0,0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,2,20.552777777777777,0.5763888888888888,False,False,True,True,False,False,True,False,False,False,0
0,0,1,0,9,1,0,1,1,0,1,1,0,1,68.95,593.85,0,59.385000000000005,6.8950000000000005,True,False,False,True,False,False,False,False,False,True,0
0,0,0,0,12,1,1,0,0,0,1,1,1,1,99.95,1132.75,0,87.13461538461539,7.688461538461539,False,True,False,True,False,False,False,False,False,True,1
1,1,1,0,65,1,1,1,1,1,0,1,1,1,109.4,7227.45,4,109.50681818181818,1.6575757575757577,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,2,1,1,0,0,1,0,1,0,1,91.4,193.6,0,64.53333333333333,30.46666666666667,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,27,1,1,0,0,0,0,0,0,0,49.0,1291.35,1,46.11964285714286,1.75,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,40,1,0,0,0,1,0,0,0,1,50.25,2023.55,2,49.354878048780485,1.225609756097561,True,False,False,False,True,False,False,False,False,True,0
1,1,0,0,5,1,0,0,0,1,0,0,0,1,75.55,349.65,0,58.275,12.591666666666667,False,True,False,True,False,False,False,True,False,False,1
0,0,1,1,8,1,0,0,0,0,0,0,0,0,19.9,153.95,0,17.105555555555554,2.211111111111111,False,False,True,False,True,False,False,True,False,False,0
1,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,4,92.52203389830508,1.6576271186440676,False,True,False,False,True,False,True,False,False,False,0
1,0,1,1,52,1,0,1,0,1,0,1,1,0,100.3,5244.45,3,98.95188679245283,1.8924528301886792,False,True,False,False,True,False,False,False,True,False,0
0,0,1,0,3,1,0,0,0,1,1,0,0,1,55.8,154.55,0,38.6375,13.95,True,False,False,True,False,False,False,False,False,True,0
0,0,0,1,41,1,0,1,1,1,1,1,1,1,111.15,4507.15,2,107.31309523809523,2.6464285714285714,False,True,False,False,False,True,False,False,True,False,0
0,0,0,0,20,1,1,0,0,0,1,1,1,1,98.55,2031.95,1,96.75952380952381,4.692857142857143,False,True,False,True,False,False,False,False,False,True,0
0,0,0,1,1,1,1,0,0,0,0,0,0,1,50.05,50.05,0,25.025,25.025,True,False,False,True,False,False,False,False,True,False,0
0,0,0,1,4,1,1,0,0,0,1,0,0,0,80.8,332.45,0,66.49,16.16,False,True,False,True,False,False,False,True,False,False,1
0,0,0,0,23,1,0,0,0,0,0,0,0,0,20.85,473.9,1,19.745833333333334,0.86875,False,False,True,True,False,False,False,False,True,False,0
1,1,0,0,6,1,0,0,0,0,0,0,0,0,19.5,106.8,0,15.257142857142856,2.7857142857142856,False,False,True,True,False,False,True,False,False,False,0
0,0,1,1,8,1,0,0,0,0,0,0,0,1,19.35,152.6,0,16.955555555555556,2.1500000000000004,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,18,1,1,1,0,1,0,1,0,0,69.5,1199.4,1,63.126315789473686,3.6578947368421053,True,False,False,True,False,False,False,False,False,True,0
0,1,0,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,3,48.20849056603774,0.920754716981132,True,False,False,True,False,False,False,True,False,False,0
0,0,0,0,31,1,0,0,1,0,0,1,1,1,94.5,2979.2,2,93.1,2.953125,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,29,1,0,0,0,0,0,0,0,1,20.65,654.85,2,21.828333333333333,0.6883333333333332,False,False,True,True,False,False,False,False,False,True,0
1,0,1,0,36,1,1,1,1,1,1,0,1,1,106.05,3834.4,2,103.63243243243244,2.866216216216216,False,True,False,False,False,True,False,True,False,False,0
1,0,1,0,16,1,1,0,1,0,0,1,1,1,100.0,1534.75,1,90.27941176470588,5.882352941176471,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,42,1,1,0,0,1,1,1,1,1,108.3,4586.15,2,106.65465116279069,2.5186046511627906,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,0,10.275,10.275,False,False,True,True,False,False,False,False,True,False,1
1,0,0,0,60,1,0,0,1,1,0,1,1,1,99.65,5941.05,4,97.39426229508197,1.6336065573770493,False,True,False,False,False,True,False,False,True,False,0
0,0,0,0,5,1,1,0,1,1,0,0,0,1,85.3,424.15,0,70.69166666666666,14.216666666666667,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,22,1,1,1,0,0,1,1,0,0,95.9,2234.95,1,97.17173913043477,4.1695652173913045,False,True,False,True,False,False,False,True,False,False,0
0,0,1,0,36,1,0,0,0,0,0,0,0,0,20.0,666.75,2,18.02027027027027,0.5405405405405406,False,False,True,False,True,False,False,False,False,True,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,70.4,281.0,0,56.2,14.080000000000002,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,0,54.779999999999994,6.495,True,False,False,True,False,False,False,False,False,True,0
0,0,1,1,1,1,0,0,1,0,0,0,0,0,74.6,74.6,0,37.3,37.3,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,12,1,0,1,0,0,0,0,0,1,49.2,571.15,0,43.934615384615384,3.784615384615385,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,23,1,1,0,0,0,1,1,1,1,73.75,1756.6,1,73.19166666666666,3.0729166666666665,True,False,False,False,True,False,False,False,False,True,0
0,0,0,0,62,1,1,1,1,0,0,0,1,1,92.3,5731.45,4,90.97539682539683,1.465079365079365,False,True,False,False,True,False,True,False,False,False,0
0,0,0,0,37,1,1,0,0,0,1,1,1,0,98.8,3475.55,2,91.46184210526316,2.6,False,True,False,True,False,False,True,False,False,False,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,19.2,156.85,0,17.427777777777777,2.1333333333333333,False,False,True,True,False,False,False,False,False,True,0
0,0,1,0,31,1,1,0,0,1,0,1,0,0,88.65,2683.2,2,83.85,2.7703125,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,13,1,1,0,0,0,0,0,0,1,74.4,896.75,0,64.05357142857143,5.314285714285715,False,True,False,True,False,False,False,True,False,False,1
1,0,0,0,24,1,1,0,0,1,0,1,1,1,98.75,2407.3,1,96.292,3.95,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,45,1,1,0,1,1,0,0,1,1,95.95,4456.65,3,96.8836956521739,2.0858695652173913,False,True,False,True,False,False,True,False,False,False,0
1,1,1,0,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,4,99.985,1.5057142857142858,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,20.25,36.8,0,12.266666666666666,6.75,False,False,True,True,False,False,False,False,False,True,0
0,0,1,1,61,1,1,1,1,0,0,1,1,1,106.0,6547.7,4,105.60806451612903,1.7096774193548387,False,True,False,False,True,False,False,False,True,False,1
0,0,0,0,41,1,1,0,1,1,0,1,1,1,104.7,4346.4,2,103.48571428571428,2.492857142857143,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,44,0,0,0,0,1,0,1,1,1,49.05,2265.0,3,50.333333333333336,1.0899999999999999,True,False,False,False,True,False,False,False,True,False,0
0,0,0,0,39,0,0,0,0,1,1,0,0,0,35.55,1309.15,2,32.728750000000005,0.8887499999999999,True,False,False,False,True,False,False,False,False,True,0
0,0,1,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,4,65.12739726027398,0.8917808219178082,True,False,False,False,False,True,False,True,False,False,0
1,1,0,0,13,1,0,0,0,1,0,1,1,1,96.85,1235.55,0,88.25357142857142,6.917857142857143,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,51,1,0,1,1,0,1,0,1,1,69.75,3562.5,3,68.50961538461539,1.3413461538461537,True,False,False,False,True,False,False,True,False,False,0
1,1,1,0,71,1,0,0,1,1,0,1,1,1,99.2,7213.75,4,100.19097222222223,1.3777777777777778,False,True,False,False,False,True,False,False,True,False,0
0,1,0,0,22,1,1,0,0,0,0,1,1,1,96.7,2082.95,1,90.56304347826087,4.2043478260869565,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,2,1,0,0,1,0,1,0,0,1,55.05,102.75,0,34.25,18.349999999999998,True,False,False,True,False,False,False,True,False,False,1
1,0,0,0,56,1,1,0,1,1,0,1,1,1,106.8,5914.4,3,103.76140350877192,1.8736842105263158,False,True,False,False,True,False,False,False,True,False,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,51.25,51.25,0,25.625,25.625,True,False,False,True,False,False,False,False,False,True,0
1,0,1,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,1,53.45208333333333,2.40625,True,False,False,False,True,False,False,False,False,True,0
1,1,1,0,66,1,1,0,1,1,0,1,0,1,70.85,4738.85,4,70.72910447761194,1.0574626865671641,True,False,False,False,True,False,True,False,False,False,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,9.775,9.775,False,False,True,True,False,False,False,False,False,True,0
0,1,0,0,19,1,1,0,1,0,0,1,0,1,88.2,1775.8,1,88.78999999999999,4.41,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,11,1,0,1,0,1,0,0,0,1,79.5,795.65,0,66.30416666666666,6.625,False,True,False,True,False,False,True,False,False,False,0
1,0,1,1,8,1,0,0,0,0,0,0,0,1,19.75,145.0,0,16.11111111111111,2.1944444444444446,False,False,True,False,True,False,False,False,False,True,1
1,0,1,1,52,1,1,1,1,1,0,0,1,0,98.15,4993.4,3,94.21509433962264,1.8518867924528304,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,3,1,0,0,0,0,0,0,0,1,20.25,61.45,0,15.3625,5.0625,False,False,True,True,False,False,False,False,True,False,0
1,0,1,1,51,1,0,1,1,0,0,0,0,1,79.15,4018.55,3,77.2798076923077,1.5221153846153848,False,True,False,True,False,False,True,False,False,False,0
0,1,0,0,15,1,1,0,0,0,0,0,0,0,75.65,1146.65,1,71.665625,4.728125,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,64,1,1,0,1,1,0,0,1,1,94.25,6081.4,4,93.55999999999999,1.45,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,37,0,0,0,0,1,0,0,1,1,40.2,1478.85,2,38.91710526315789,1.0578947368421054,True,False,False,True,False,False,False,True,False,False,0
0,0,0,0,13,1,0,0,0,0,0,0,0,0,19.95,243.65,0,17.40357142857143,1.425,False,False,True,False,False,True,False,False,False,True,0
0,0,1,0,49,1,1,1,0,0,0,0,0,1,55.35,2633.95,3,52.678999999999995,1.107,True,False,False,False,True,False,False,False,True,False,0
1,1,0,0,45,1,1,0,0,1,0,1,1,1,102.15,4735.35,3,102.94239130434784,2.220652173913044,False,True,False,False,True,False,True,False,False,False,0
1,0,0,0,18,1,0,0,0,0,0,0,0,1,71.1,1247.75,1,65.67105263157895,3.7421052631578946,False,True,False,True,False,False,False,False,True,False,0
0,1,0,0,1,1,1,0,0,0,0,0,0,1,74.7,74.7,0,37.35,37.35,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,68,0,0,1,0,1,0,1,1,1,54.1,3794.5,4,54.992753623188406,0.7840579710144928,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,54,1,0,0,0,0,0,0,0,0,19.65,1008.7,3,18.34,0.35727272727272724,False,False,True,False,False,True,False,True,False,False,0
1,1,1,1,23,1,0,0,1,1,0,0,1,1,88.45,2130.55,1,88.77291666666667,3.685416666666667,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,1,72.975,4.258333333333334,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,71,1,1,1,1,1,1,0,1,0,80.4,5727.15,4,79.54374999999999,1.1166666666666667,True,False,False,False,False,True,False,True,False,False,0
1,0,1,1,67,1,0,0,0,0,0,0,0,1,19.25,1372.9,4,20.189705882352943,0.28308823529411764,False,False,True,False,False,True,True,False,False,False,0
1,0,1,1,14,1,1,0,0,0,0,1,0,1,84.8,1203.9,0,80.26,5.653333333333333,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,0,12.9,12.9,True,False,False,True,False,False,False,False,False,True,1
1,0,0,1,63,1,0,0,0,0,0,0,0,0,19.5,1215.1,4,18.9859375,0.3046875,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,41,1,1,0,0,1,1,0,1,1,68.6,2877.05,2,68.50119047619049,1.6333333333333333,True,False,False,False,True,False,False,False,True,False,0
1,0,1,0,17,1,1,0,0,0,0,1,1,0,92.6,1579.7,1,87.76111111111112,5.144444444444444,False,True,False,True,False,False,False,False,True,False,0
0,0,1,0,56,1,1,1,0,0,0,1,1,1,100.55,5514.95,3,96.75350877192982,1.7640350877192983,False,True,False,False,True,False,False,False,True,False,0
1,0,0,0,5,1,0,0,0,0,0,0,0,0,20.55,96.1,0,16.016666666666666,3.4250000000000003,False,False,True,True,False,False,False,True,False,False,0
1,0,0,0,2,0,0,1,1,0,0,0,1,1,42.6,72.4,0,24.133333333333336,14.200000000000001,True,False,False,True,False,False,False,False,True,False,1
1,0,1,0,3,1,0,0,0,0,0,0,0,1,19.6,55.25,0,13.8125,4.9,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,37,1,1,1,1,1,1,0,0,0,67.45,2443.3,2,64.29736842105264,1.7750000000000001,True,False,False,False,True,False,False,False,True,False,0
1,0,0,0,29,1,0,1,1,1,0,0,1,1,68.85,1970.5,2,65.68333333333334,2.295,True,False,False,True,False,False,True,False,False,False,1
0,0,0,0,8,1,0,0,0,0,0,0,0,0,43.55,335.4,0,37.266666666666666,4.838888888888889,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,63,1,1,0,1,1,1,1,1,1,109.85,7002.95,4,109.42109375,1.71640625,False,True,False,True,False,False,False,True,False,False,0
1,0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,158.95,0,19.86875,2.58125,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,3,1,0,0,1,0,0,1,1,0,95.4,293.15,0,73.2875,23.85,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,72,1,0,0,0,0,0,0,0,0,21.0,1493.75,4,20.46232876712329,0.2876712328767123,False,False,True,False,False,True,True,False,False,False,0
1,0,0,0,19,1,0,0,0,0,0,0,1,1,56.2,1093.4,1,54.67,2.81,True,False,False,True,False,False,False,False,True,False,0
1,0,1,0,59,1,0,0,0,0,0,0,0,0,18.4,1057.85,4,17.63083333333333,0.30666666666666664,False,False,True,False,False,True,True,False,False,False,0
0,0,1,1,2,1,0,0,0,1,1,0,1,0,90.0,190.05,0,63.35,30.0,False,True,False,True,False,False,False,True,False,False,1
1,0,1,1,35,1,1,0,0,0,0,0,0,1,25.75,882.55,2,24.515277777777776,0.7152777777777778,False,False,True,True,False,False,False,False,True,False,0
0,0,0,0,14,1,0,0,0,0,0,0,0,0,19.6,300.4,0,20.026666666666664,1.3066666666666669,False,False,True,True,False,False,False,True,False,False,0
1,0,0,0,14,1,0,0,0,1,0,0,0,0,75.35,1025.95,0,68.39666666666668,5.0233333333333325,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,69,1,0,0,0,0,0,0,0,0,19.8,1436.95,4,20.527857142857144,0.28285714285714286,False,False,True,False,False,True,False,True,False,False,0
0,1,1,0,7,1,1,1,1,0,1,0,0,0,64.2,475.0,0,59.375,8.025,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1,69,1,0,1,1,1,1,1,0,1,75.75,5388.15,4,76.97357142857142,1.082142857142857,True,False,False,False,False,True,True,False,False,False,0
1,0,1,1,72,1,1,0,1,0,1,1,1,1,78.95,5730.15,4,78.49520547945205,1.0815068493150686,True,False,False,False,False,True,False,False,True,False,0
0,0,0,0,8,1,1,0,1,0,0,1,1,0,100.85,819.55,0,91.0611111111111,11.205555555555556,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,4,1,0,1,0,0,0,0,0,0,50.3,217.1,0,43.42,10.059999999999999,True,False,False,True,False,False,False,False,True,False,0
0,0,1,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,4,76.50546875,1.2546875,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,72,1,0,0,0,0,0,0,0,0,19.85,1434.1,4,19.645205479452052,0.2719178082191781,False,False,True,False,False,True,True,False,False,False,0
1,0,0,0,46,1,0,0,0,0,0,0,0,1,21.1,937.1,3,19.938297872340424,0.448936170212766,False,False,True,False,False,True,False,False,True,False,0
1,0,1,0,5,1,0,0,0,0,0,0,0,0,69.95,330.15,0,55.025,11.658333333333333,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,30,1,0,0,0,1,0,0,0,1,50.0,1474.9,2,47.57741935483871,1.6129032258064515,True,False,False,True,False,False,False,False,False,True,0
0,0,0,0,63,1,1,0,1,1,0,1,1,1,104.75,6536.5,4,102.1328125,1.63671875,False,True,False,False,False,True,True,False,False,False,0
1,0,0,0,60,1,0,0,0,0,0,0,0,0,19.85,1128.1,4,18.49344262295082,0.3254098360655738,False,False,True,False,False,True,True,False,False,False,0
1,0,1,0,63,1,1,0,1,1,0,1,1,1,107.5,6873.75,4,107.40234375,1.6796875,False,True,False,False,True,False,False,False,True,False,1
0,0,1,1,25,1,0,0,0,0,1,1,0,0,85.9,2199.05,1,84.57884615384616,3.303846153846154,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.85,45.85,0,22.925,22.925,True,False,False,True,False,False,False,False,False,True,1
0,1,1,0,6,1,1,0,0,1,0,0,0,1,80.8,457.1,0,65.3,11.542857142857143,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,22,1,1,0,0,0,0,0,0,0,25.25,566.5,1,24.630434782608695,1.0978260869565217,False,False,True,False,False,True,False,False,False,True,0
1,0,1,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,2,77.2375,2.5171875,True,False,False,False,False,True,True,False,False,False,0
1,0,1,1,39,1,0,0,0,1,1,0,0,1,81.5,3107.3,2,77.6825,2.0375,False,True,False,True,False,False,True,False,False,False,0
0,0,0,0,26,1,0,0,0,0,0,0,0,0,20.9,518.3,1,19.196296296296296,0.774074074074074,False,False,True,True,False,False,False,False,False,True,0
1,0,1,0,53,1,0,1,1,1,0,1,1,1,106.1,5769.75,3,106.84722222222223,1.9648148148148148,False,True,False,False,True,False,True,False,False,False,1
1,0,0,0,1,1,0,0,1,0,1,1,0,0,91.7,91.7,0,45.85,45.85,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,12,1,1,1,1,0,1,0,0,1,67.25,832.3,0,64.02307692307691,5.173076923076923,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,16,1,1,0,1,1,0,0,1,1,95.6,1555.65,1,91.50882352941177,5.623529411764705,False,True,False,True,False,False,False,True,False,False,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,20.35,45.3,0,15.1,6.783333333333334,False,False,True,True,False,False,False,False,False,True,0
0,0,0,1,39,0,0,1,0,0,1,1,0,0,45.05,1790.6,2,44.765,1.12625,True,False,False,False,True,False,True,False,False,False,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.95,74.95,0,37.475,37.475,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,7,0,0,1,0,0,1,0,0,0,34.65,246.6,0,30.825,4.33125,True,False,False,True,False,False,False,False,False,True,0
0,1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0,52.33,13.87,False,True,False,True,False,False,False,False,True,False,0
